,ciudad_de_ubicaci_n,fecha_reporte_web,conteo_confirmados,conteo_recuperado,conteo_fallecidos,casos_activos,acumulado_dia_confirmados,acumulado_dia_recuperado,acumulado_dia_fallecidos,acumulado_dia_activos
137,Barranquilla,2020-08-09,357,351.0,5.0,1.0,32653,30720.0,1584.0,349.0
138,Barranquilla,2020-08-10,319,311.0,5.0,3.0,32972,31031.0,1589.0,352.0
139,Barranquilla,2020-08-11,275,266.0,4.0,5.0,33247,31297.0,1593.0,357.0
140,Barranquilla,2020-08-12,126,121.0,0.0,5.0,33373,31418.0,1593.0,362.0
141,Barranquilla,2020-08-13,202,194.0,2.0,6.0,33575,31612.0,1595.0,368.0
142,Barranquilla,2020-08-14,152,145.0,1.0,6.0,33727,31757.0,1596.0,374.0
143,Barranquilla,2020-08-15,211,204.0,3.0,4.0,33938,31961.0,1599.0,378.0
144,Barranquilla,2020-08-16,169,165.0,3.0,1.0,34107,32126.0,1602.0,379.0
145,Barranquilla,2020-08-17,95,86.0,1.0,8.0,34202,32212.0,1603.0,387.0
146,Barranquilla,2020-08-18,209,198.0,2.0,9.0,34411,32410.0,1605.0,396.0
147,Barranquilla,2020-08-19,347,319.0,0.0,28.0,34758,32729.0,1605.0,424.0
148,Barranquilla,2020-08-20,163,144.0,3.0,16.0,34921,32873.0,1608.0,440.0
149,Barranquilla,2020-08-21,100,53.0,3.0,44.0,35021,32926.0,1611.0,484.0
150,Barranquilla,2020-08-22,40,20.0,1.0,19.0,35061,32946.0,1612.0,503.0
151,Barranquilla,2020-08-23,166,120.0,3.0,43.0,35227,33066.0,1615.0,546.0
152,Barranquilla,2020-08-24,153,92.0,1.0,60.0,35380,33158.0,1616.0,606.0
153,Barranquilla,2020-08-25,126,82.0,2.0,42.0,35506,33240.0,1618.0,648.0
154,Barranquilla,2020-08-26,86,16.0,1.0,69.0,35592,33256.0,1619.0,717.0
155,Barranquilla,2020-08-27,126,16.0,2.0,108.0,35718,33272.0,1621.0,825.0
156,Barranquilla,2020-08-28,71,2.0,0.0,69.0,35789,33274.0,1621.0,894.0
157,Barranquilla,2020-08-29,64,2.0,3.0,59.0,35853,33276.0,1624.0,953.0
158,Barranquilla,2020-08-30,85,1.0,0.0,84.0,35938,33277.0,1624.0,1037.0
159,Barranquilla,2020-08-31,62,0.0,0.0,62.0,36000,33277.0,1624.0,1099.0
160,Barranquilla,2020-09-01,88,0.0,0.0,88.0,36088,33277.0,1624.0,1187.0
161,Barranquilla,2020-09-02,57,0.0,0.0,57.0,36145,33277.0,1624.0,1244.0
162,Barranquilla,2020-09-03,200,0.0,0.0,200.0,36345,33277.0,1624.0,1444.0
